1,1,65
2,2,65
3,3,65
4,4,65
5,5,65
6,6,65
7,7,65
8,8,65
9,9,65
10,10,65
11,11,65
12,12,65
13,13,65
14,14,65
15,15,65
16,16,65
17,17,65
18,18,65
19,19,65
20,20,65
21,21,65
22,22,65
23,23,65
24,24,65
25,25,65
26,26,65
27,27,65
28,28,65
29,29,65
30,30,65
31,31,65
32,32,65
33,33,65
34,34,65
35,35,65
36,36,65
37,37,65
38,38,65
39,39,65
40,40,65
41,41,65
42,42,65
43,43,65
44,44,65
45,45,65
46,46,65
47,47,65
48,48,65
49,49,65
50,50,65
51,51,65
52,52,65
53,53,65
54,54,65
55,55,65
56,56,65
57,57,65
58,58,65
59,59,65
60,60,65
61,61,65
62,62,65
63,63,65
64,64,65
65,65,65
66,66,65
67,67,65
68,68,65
69,69,65
70,70,65
71,71,65
72,72,65
73,73,65
74,74,65
75,75,65
76,76,65
77,77,65
78,78,65
79,79,65
80,80,65
81,81,65
82,82,65
83,83,65
84,84,65
85,85,65
86,86,65
87,87,65
88,88,65
89,89,65
90,90,65
91,91,65
92,92,65
93,93,65
94,94,65
95,95,65
96,96,65
97,97,65
98,98,65
99,99,65
100,100,65
101,101,65
102,102,65
103,103,65
104,104,65
105,105,65
106,106,65
107,107,65
108,108,65
109,109,65
110,110,65
111,111,65
112,112,65
113,113,65
114,114,65
115,115,65
116,116,65
117,117,65
118,118,65
119,119,65
120,120,65
121,121,65
122,122,65
123,123,65
124,124,65
125,125,65
126,126,65
127,127,65
128,128,65
129,129,65
130,130,65
131,131,65
132,132,65
133,133,65
134,134,65
135,135,65
136,136,65
137,137,65
138,138,65
139,139,65
140,140,65
141,141,65
142,142,65
143,143,65
144,144,65
145,145,65
146,146,65
147,147,65
148,148,65
149,149,65
150,150,65
151,151,65
152,152,65
153,153,65
154,154,65
155,155,65
156,156,65
157,157,65
158,158,65
159,159,65
160,160,65
161,161,65
162,162,70
163,163,70
164,164,70
165,165,70
166,166,70
167,167,70
168,168,70
169,169,70
170,170,70
171,171,70
172,172,75
173,173,75
174,174,75
175,175,75
176,176,75
177,177,75
178,178,75
179,179,75
180,180,75
181,181,75
182,182,75
183,183,75
184,184,75
185,185,75
186,186,75
187,187,75
188,188,75
189,189,75
190,190,75
191,191,75
192,192,75
193,193,75
194,194,75
195,195,75
196,196,75
197,197,75
198,198,75
199,199,125
200,200,125
201,201,125
202,202,125
203,203,125
204,204,125
205,205,125
206,206,125
207,207,125
208,208,125
209,209,125
210,210,125
211,211,125
212,212,125
213,213,125
214,214,125
215,215,125
216,216,125
217,217,125
218,218,125
219,219,125
220,220,125
221,221,125
222,222,125
223,223,125
224,224,125
225,225,125
226,226,125
227,227,125
228,228,130
229,229,130
230,230,130
231,231,130
232,232,130
233,233,130
234,234,130
235,235,130
236,236,130
237,237,130
238,238,130
239,239,130
240,240,130
241,241,130
242,242,130
243,243,130
244,244,135
245,245,135
246,246,135
247,247,135
248,248,135
249,249,135
250,250,135
251,251,135
252,252,135
253,253,135
254,254,135
255,255,135
256,256,135
257,257,135
258,258,135
259,259,135
260,260,135
261,261,135
